vintage_year,census_code_2002,census_title_2002,employment,n_onet_occs,n_tasks,n_exempt,share_exempt_equal,share_exempt_im,share_exempt_rt,share_exempt_freq_ordinal,share_exempt_freq_weekly,share_exempt_freq_daily,share_exempt_rt_freq
2008,320,Funeral directors,44983.80473333333,1.0,21.0,1.0,0.0476190485060215,0.04573921114206314,0.04320003464818001,0.03990497812628746,0.06186998263001442,0.05667894333600998,0.03990497812628746
2008,330,Gaming managers,18079.768908333335,1.0,18.0,12.0,0.6666666865348816,0.6776160597801208,0.7047917246818542,0.6779499650001526,0.624426543712616,0.6503641605377197,0.6779499650001526
2008,340,Lodging managers,173344.75976666666,1.0,23.0,14.0,0.6086956262588501,0.6238512396812439,0.6257195472717285,0.6363572478294373,0.6596813201904297,0.6307231187820435,0.6363572478294373
2008,350,Medical and health services managers,592723.8555,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,360,Natural sciences managers,15450.3413,1.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,400,Postmasters and mail superintendents,,1.0,12.0,8.0,0.6666666865348816,0.6623376607894897,0.7242308855056763,0.7141485810279846,0.8046582341194153,0.6973645091056824,0.7141485810279846
2008,410,"Property, real estate, and community association managers",576836.81565,1.0,27.0,22.0,0.8148148059844971,0.8030409216880798,0.7762478590011597,0.7405027747154236,0.6931707859039307,0.7108123898506165,0.7405027747154236
2008,420,Social and community service managers,347977.1746083333,1.0,15.0,14.0,0.9333333373069763,0.9289865493774414,0.921491801738739,0.9055187702178955,0.8674315214157104,0.8628648519515991,0.9055187702178955
2008,500,"Agents and business managers of artists, performers, and athletes",54326.460375,1.0,13.0,8.0,0.6153846383094788,0.6157828569412231,0.613994836807251,0.6338624954223633,0.6615136861801147,0.6722196936607361,0.6338624954223633
2008,510,"Purchasing agents and buyers, farm products",7682.992066666667,1.0,12.0,7.0,0.5833333134651184,0.5918278694152832,0.5769069194793701,0.5864753127098083,0.6302712559700012,0.5649340152740479,0.5864753127098083
2008,520,"Wholesale and retail buyers, except farm products",202134.86036666666,1.0,16.0,13.0,0.8125,0.8160247206687927,0.8539801239967346,0.8393411636352539,0.7880896925926208,0.8242799043655396,0.8393411636352539
2008,530,"Purchasing agents, except wholesale, retail, and farm products",283952.23822500004,1.0,19.0,13.0,0.6842105388641357,0.6904693245887756,0.651418924331665,0.6274226307868958,0.5745790004730225,0.5783892273902893,0.6274226307868958
2008,540,"Claims adjusters, appraisers, examiners, and investigators",315918.62450833333,3.0,35.0,24.0,0.6333029866218567,0.6439767479896545,0.6687523126602173,0.6786741614341736,0.6563898324966431,0.6717430353164673,0.6786741614341736
2008,560,"Compliance officers, except agriculture, construction, health and safety, and transportation",189291.71889166665,5.0,84.0,37.0,0.3572803735733032,0.3685110807418823,0.37973347306251526,0.35646679997444153,0.3491816222667694,0.35898464918136597,0.35646679997444153
2008,600,Cost estimators,102739.77959166667,1.0,13.0,10.0,0.7692307829856873,0.7923043966293335,0.7938521504402161,0.8139740228652954,0.9099801778793335,0.8863400220870972,0.8139740228652954
2008,620,"Human resources, training, and labor relations specialists",845133.2225333332,4.0,79.0,48.0,0.5697462558746338,0.5753934383392334,0.582286536693573,0.5897057056427002,0.6311484575271606,0.621497392654419,0.5897057056427002
2008,700,Logisticians,45846.299100000004,1.0,21.0,18.0,0.8571428656578064,0.8563017249107361,0.8450494408607483,0.8410668969154358,0.8164421916007996,0.8538828492164612,0.8410668969154358
2008,710,Management analysts,770991.6352749999,1.0,11.0,8.0,0.7272727489471436,0.720787525177002,0.7236360311508179,0.7083137035369873,0.6598517298698425,0.6656153202056885,0.7083137035369873
2008,720,Meeting and convention planners,64060.77076666666,1.0,21.0,15.0,0.7142857313156128,0.716250479221344,0.7143405079841614,0.9039005637168884,0.9312866926193237,0.7761451005935669,0.9039005637168884
2008,730,Other business operations specialists,262972.3227,1.0,23.0,19.0,0.8260869383811951,0.8201121687889099,0.8273290395736694,0.7916446924209595,0.6943102478981018,0.706993579864502,0.7916446924209595
2008,800,Accountants and auditors,1867598.9987333333,2.0,38.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,810,Appraisers and assessors of real estate,107921.17849166667,2.0,34.0,21.0,0.6172932386398315,0.6195580959320068,0.6146707534790039,0.6066378951072693,0.6037783622741699,0.5929232835769653,0.6066378951072693
2008,820,Budget analysts,65291.6914,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,830,Credit analysts,20233.3457,1.0,10.0,4.0,0.4000000059604645,0.4049188494682312,0.4145764410495758,0.46979421377182007,0.47256189584732056,0.5055720210075378,0.46979421377182007
2008,840,Financial analysts,114533.32661666667,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,850,Personal financial advisors,444501.30850833334,1.0,21.0,18.0,0.8571428656578064,0.8844443559646606,0.9498051404953003,0.9630267024040222,0.9855194687843323,0.9912265539169312,0.9630267024040222
2008,860,Insurance underwriters,86638.304875,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,900,Financial examiners,7114.891891666666,1.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,910,Loan counselors and officers,426375.02016666665,2.0,51.0,3.0,0.06433925777673721,0.0592455193400383,0.045275989919900894,0.020290708169341087,0.02609163150191307,0.026814749464392662,0.020290708169341087
2008,930,"Tax examiners, collectors, and revenue agents",59096.34178333334,1.0,25.0,14.0,0.5600000023841858,0.538752555847168,0.4176228642463684,0.37015360593795776,0.3125305473804474,0.31681057810783386,0.37015360593795776
2008,940,Tax preparers,129644.80748333334,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1000,Computer scientists and systems analysts,877694.7531916667,7.0,192.0,150.0,0.8475882411003113,0.8493192195892334,0.837831974029541,0.8381487727165222,0.8656808733940125,0.8555940389633179,0.8381487727165222
2008,1010,Computer programmers,556282.2430583333,1.0,15.0,13.0,0.8666667342185974,0.8878363370895386,0.8954976797103882,0.9238435626029968,0.9848314523696899,0.9965085387229919,0.9238435626029968
2008,1020,Computer software engineers,1042014.1059833333,2.0,34.0,32.0,0.9402831196784973,0.9533137083053589,0.9626840949058533,0.9729641079902649,0.9896131157875061,0.9861599206924438,0.9729641079902649
2008,1040,Computer support specialists,440081.8611833334,1.0,16.0,5.0,0.3125,0.27954941987991333,0.2534715235233307,0.1702849119901657,0.05298260971903801,0.08158276975154877,0.1702849119901657
2008,1060,Database administrators,101458.53900833333,1.0,18.0,13.0,0.7222222089767456,0.7313838005065918,0.719549298286438,0.6983280777931213,0.6313785314559937,0.6002743244171143,0.6983280777931213
2008,1100,Network and computer systems administrators,232872.83450833333,2.0,32.0,14.0,0.45000001788139343,0.45257750153541565,0.44717279076576233,0.43892765045166016,0.49602407217025757,0.4413028955459595,0.43892765045166016
2008,1110,Network systems and data communications analysts,449067.47309166664,1.0,15.0,13.0,0.8666666746139526,0.8668736219406128,0.8696172833442688,0.8607730865478516,0.8523210287094116,0.8650191426277161,0.8607730865478516
2008,1200,Actuaries,27159.250841666668,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1210,Mathematicians,2344.323625,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1220,Operations research analysts,75259.464775,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1230,Statisticians,41160.42211666667,1.0,15.0,13.0,0.8666666746139526,0.8546148538589478,0.8479515314102173,0.8136999011039734,0.7547074556350708,0.7339614033699036,0.8136999011039734
2008,1240,Miscellaneous mathematical science occupations,1549.3630583333334,1.0,6.0,0.0,0.0,,,,,,
2008,1300,"Architects, except naval",242244.140125,2.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1310,"Surveyors, cartographers, and photogrammetrists",46057.57346666666,2.0,37.0,33.0,0.8656832575798035,0.8768754601478577,0.9112889766693115,0.9230796694755554,0.9357537031173706,0.9411628842353821,0.9230796694755554
2008,1320,Aerospace engineers,146105.49660833334,1.0,13.0,12.0,0.9230769872665405,0.936278760433197,0.9487555027008057,0.9619424343109131,0.9860005974769592,0.9849780201911926,0.9619424343109131
2008,1330,Agricultural engineers,3784.757425,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1340,Biomedical engineers,10645.513775,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1350,Chemical engineers,68583.45109999999,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1360,Civil engineers,364506.2951583333,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1400,Computer hardware engineers,66586.51485833334,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1410,Electrical and electronic engineers,371567.35095833335,2.0,38.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1420,Environmental engineers,39764.174016666664,1.0,25.0,22.0,0.8799999952316284,0.927185595035553,0.9231196641921997,0.9403607249259949,0.9300618171691895,0.9225718975067139,0.9403607249259949
2008,1430,"Industrial engineers, including health and safety",180830.6594166667,4.0,60.0,57.0,0.9309659004211426,0.9436427354812622,0.9496535062789917,0.9577402472496033,0.9779781103134155,0.9820891618728638,0.9577402472496033
2008,1440,Marine engineers and naval architects,19417.5664,2.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1450,Materials engineers,41133.29260833334,1.0,20.0,16.0,0.7999999523162842,0.8021482229232788,0.8028404712677002,0.8139017820358276,0.8365784883499146,0.7984711527824402,0.8139017820358276
2008,1460,Mechanical engineers,330367.11189166666,1.0,21.0,19.0,0.9047618508338928,0.9069865942001343,0.9066964983940125,0.9174420237541199,0.9515524506568909,0.9392889738082886,0.9174420237541199
2008,1500,"Mining and geological engineers, including mining safety engineers",11543.063433333335,1.0,18.0,16.0,0.8888888955116272,0.8782399296760559,0.862583577632904,0.8252608180046082,0.8035619854927063,0.7553828358650208,0.8252608180046082
2008,1510,Nuclear engineers,10443.865433333332,1.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1520,Petroleum engineers,19850.052608333335,1.0,23.0,20.0,0.8695651888847351,0.872371256351471,0.8906800746917725,0.897061824798584,0.9158897995948792,0.8861144781112671,0.897061824798584
2008,1540,Drafters,182886.238825,5.0,75.0,1.0,0.004022988956421614,0.0038688203785568476,0.004154334310442209,0.003815880510956049,0.0028159592766314745,0.0038929420989006758,0.003815880510956049
2008,1550,"Engineering technicians, except drafters",440907.00325,8.0,124.0,3.0,0.019530942663550377,0.019588371738791466,0.011278015561401844,0.010920052416622639,0.009916395880281925,0.012284435331821442,0.010920052416622639
2008,1560,Surveying and mapping technicians,119706.10664999999,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1600,Agricultural and food scientists,40042.24841666666,3.0,41.0,40.0,0.9338117837905884,0.938370943069458,0.9552009105682373,0.9596953988075256,0.9824347496032715,0.9850063920021057,0.9596953988075256
2008,1610,Biological scientists,106682.57384166667,4.0,72.0,70.0,0.9588785171508789,0.9672567844390869,0.9868471622467041,0.993080735206604,0.9953440427780151,0.9855562448501587,0.993080735206604
2008,1640,Conservation scientists and foresters,22537.106291666667,4.0,82.0,43.0,0.5267987847328186,0.5274233222007751,0.5526999831199646,0.5497874021530151,0.5061919689178467,0.50279301404953,0.5497874021530151
2008,1650,Medical scientists,140048.786125,2.0,27.0,23.0,0.841269850730896,0.842542290687561,0.8405486345291138,0.8602494597434998,0.8270726203918457,0.8370422124862671,0.8602494597434998
2008,1700,Astronomers and physicists,22883.642391666668,2.0,27.0,24.0,0.9245283007621765,0.9377894997596741,0.933197557926178,0.9526531100273132,0.9854905009269714,0.9703565239906311,0.9526531100273132
2008,1710,Atmospheric and space scientists,9269.325591666666,1.0,18.0,12.0,0.6666666865348816,0.6248433589935303,0.7246658802032471,0.7115358710289001,0.609695315361023,0.6274067163467407,0.7115358710289001
2008,1720,Chemists and materials scientists,113812.42448333332,2.0,24.0,21.0,0.8755090236663818,0.8681437373161316,0.8818693161010742,0.8600148558616638,0.8720805048942566,0.8961473703384399,0.8600148558616638
2008,1740,Environmental scientists and geoscientists,91039.326275,3.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1800,Economists,18449.186083333334,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1810,Market and survey researchers,155139.47156666667,2.0,28.0,24.0,0.8576104640960693,0.870751678943634,0.8866468667984009,0.8882800936698914,0.925611674785614,0.8940815925598145,0.8882800936698914
2008,1820,Psychologists,177418.23670833334,4.0,65.0,64.0,0.9899446368217468,0.9891109466552734,0.9881818890571594,0.9846550822257996,0.9764775037765503,0.9773969650268555,0.9846550822257996
2008,1830,Sociologists,1418.1287583333333,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,1840,Urban and regional planners,32096.916866666666,1.0,15.0,14.0,0.9333333373069763,0.9437373280525208,0.9512768983840942,0.9596480131149292,0.9885779023170471,1.0,0.9596480131149292
2008,1860,Miscellaneous social scientists and related workers,45340.36100833333,5.0,86.0,65.0,0.7045061588287354,0.7083508372306824,0.7032138705253601,0.6942142248153687,0.6909306049346924,0.7005927562713623,0.6942142248153687
2008,1900,Agricultural and food science technicians,29391.580008333334,2.0,36.0,1.0,0.00773961003869772,0.007652499713003635,0.004412730690091848,0.003609688486903906,0.0032280446030199528,0.0014659665757790208,0.003609688486903906
2008,1910,Biological technicians,26766.742158333334,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1920,Chemical technicians,64606.659883333334,1.0,14.0,1.0,0.0714285746216774,0.06107155606150627,0.040604691952466965,0.02142397128045559,0.0029636600520461798,0.005082393996417522,0.02142397128045559
2008,1930,Geological and petroleum technicians,9909.995016666666,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1940,Nuclear technicians,3128.1456999999996,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1960,"Other life, physical, and social science technicians",157640.55751666668,5.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2000,Counselors,721593.2263333333,5.0,115.0,88.0,0.7402406334877014,0.7433921098709106,0.7379763126373291,0.728265106678009,0.6944347023963928,0.7038263082504272,0.728265106678009
2008,2010,Social workers,761338.7785583334,3.0,50.0,45.0,0.939835250377655,0.935675859451294,0.945324182510376,0.9390890002250671,0.9273496270179749,0.928499698638916,0.9390890002250671
2008,2020,Miscellaneous community and social service specialists,321787.73925833334,3.0,54.0,9.0,0.2107023447751999,0.2125377506017685,0.20045724511146545,0.18417693674564362,0.13986186683177948,0.15547166764736176,0.18417693674564362
2008,2040,Clergy,469125.40362500004,1.0,21.0,16.0,0.761904776096344,0.7877337336540222,0.7677603960037231,0.7960940599441528,0.8448729515075684,0.8556050658226013,0.7960940599441528
2008,2050,"Directors, religious activities and education",52061.49428333333,1.0,18.0,9.0,0.5,0.5113263726234436,0.46806058287620544,0.4806428849697113,0.501103401184082,0.5596898198127747,0.4806428849697113
2008,2100,Lawyers,1102641.4245583334,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2110,"Judges, magistrates, and other judicial workers",,3.0,52.0,49.0,0.9333703517913818,0.9357656836509705,0.9270737171173096,0.9113079309463501,0.9108023643493652,0.9132905602455139,0.9113079309463501
2008,2140,Paralegals and legal assistants,386770.29459999996,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2150,Miscellaneous legal support workers,289567.458775,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2200,Postsecondary teachers,1310979.9486,36.0,821.0,814.0,0.9947233200073242,0.9951282739639282,0.9949087500572205,0.9955616593360901,0.9959866404533386,0.9968905448913574,0.9955616593360901
2008,2300,Preschool and kindergarten teachers,736917.9334249999,2.0,71.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2310,Elementary and middle school teachers,3160544.0743666664,3.0,104.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2320,Secondary school teachers,1266636.99865,2.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2330,Special education teachers,394468.34699166665,3.0,120.0,113.0,0.9499676823616028,0.9519532918930054,0.9576171040534973,0.956922709941864,0.9544192552566528,0.951004147529602,0.956922709941864
2008,2340,Other teachers and instructors,852122.4301416666,2.0,69.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2400,"Archivists, curators, and museum technicians",37644.490966666664,3.0,51.0,42.0,0.8453812599182129,0.8514539003372192,0.8474463820457458,0.8481850624084473,0.8434960246086121,0.8498594760894775,0.8481850624084473
2008,2430,Librarians,209820.84865833333,1.0,30.0,19.0,0.6333333253860474,0.6434143781661987,0.6436763405799866,0.6296051740646362,0.6231455206871033,0.5982126593589783,0.6296051740646362
2008,2440,Library technicians,58020.848241666674,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2540,Teacher assistants,1140061.301525,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2550,"Other education, training, and library workers",106168.54454166668,3.0,51.0,33.0,0.6634544134140015,0.6682000756263733,0.6787887811660767,0.6791750192642212,0.6833760142326355,0.669998288154602,0.6791750192642212
2008,2600,Artists and related workers,237307.63648333334,4.0,70.0,59.0,0.8643069863319397,0.876007616519928,0.8885589241981506,0.9156796336174011,0.9497711658477783,0.9371462464332581,0.9156796336174011
2008,2630,Designers,906002.4816916668,7.0,126.0,78.0,0.6040402054786682,0.6101284623146057,0.6115232706069946,0.6250385046005249,0.6328368186950684,0.6280970573425293,0.6250385046005249
2008,2700,Actors,38515.18510833333,1.0,19.0,16.0,0.8421052694320679,0.876714289188385,0.890559196472168,0.9374813437461853,0.989649772644043,0.9806830883026123,0.9374813437461853
2008,2710,Producers and directors,172714.476975,5.0,99.0,68.0,0.6825460195541382,0.7073243260383606,0.7299138307571411,0.7539271712303162,0.7844412326812744,0.7457044720649719,0.7539271712303162
2008,2720,"Athletes, coaches, umpires, and related workers",314947.82958333334,3.0,45.0,12.0,0.3601895868778229,0.37457600235939026,0.37808725237846375,0.3857559859752655,0.3912980854511261,0.3997250199317932,0.3857559859752655
2008,2740,Dancers and choreographers,31521.206283333333,2.0,31.0,30.0,0.9345923066139221,0.9347904920578003,1.0,1.0,1.0,1.0,1.0
2008,2750,"Musicians, singers, and related workers",198648.53763333333,4.0,68.0,63.0,0.9384404420852661,0.9463618993759155,0.9421247839927673,0.9526044726371765,0.9709732532501221,0.97394198179245,0.9526044726371765
2008,2800,Announcers,49134.21588333333,2.0,35.0,1.0,0.03652537986636162,0.039544813334941864,0.04063788428902626,0.04342144727706909,0.04031796753406525,0.045307524502277374,0.043421436101198196
2008,2810,"News analysts, reporters and correspondents",94043.52349166667,2.0,29.0,25.0,0.8378771543502808,0.8400384187698364,0.8585548400878906,0.8703863620758057,0.8825028538703918,0.879553496837616,0.8703863620758057
2008,2820,Public relations specialists,152123.63665833333,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,2830,Editors,180920.78165000002,1.0,20.0,16.0,0.800000011920929,0.8192499876022339,0.8072811365127563,0.8160878419876099,0.7800525426864624,0.8126658201217651,0.8160878419876099
2008,2840,Technical writers,51901.6845,1.0,14.0,8.0,0.5714285969734192,0.576328694820404,0.5740923285484314,0.5783116221427917,0.5992042422294617,0.5648651719093323,0.5783116221427917
2008,2850,Writers and authors,200027.09584166668,2.0,28.0,24.0,0.9259259104728699,0.9238081574440002,0.9190923571586609,0.9266341924667358,0.9428666830062866,0.9373048543930054,0.9266341924667358
2008,2860,Miscellaneous media and communication workers,92290.93453333333,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2900,Broadcast and sound engineering technicians and radio operators,110649.14074166666,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2910,Photographers,194253.42700833335,1.0,27.0,12.0,0.4444444477558136,0.4678654968738556,0.48617520928382874,0.5637484192848206,0.6520745754241943,0.6153072118759155,0.5637484192848206
2008,2920,"Television, video, and motion picture camera operators and editors",52297.93904999999,2.0,43.0,17.0,0.27884531021118164,0.2920025587081909,0.3153281509876251,0.3218345046043396,0.3470957577228546,0.3439944088459015,0.3218345046043396
2008,3000,Chiropractors,61277.078,1.0,11.0,10.0,0.9090909361839294,0.9145282506942749,0.9090909361839294,0.9242259860038757,0.966142475605011,0.9307272434234619,0.9242259860038757
2008,3010,Dentists,159327.67905833333,4.0,54.0,53.0,0.9878787994384766,0.9860519766807556,0.9867472648620605,0.9820588231086731,0.9669726490974426,0.9804227948188782,0.9820588231086731
2008,3030,Dietitians and nutritionists,110253.38709166668,1.0,23.0,20.0,0.8695651888847351,0.8587313294410706,0.8733261823654175,0.8455201983451843,0.9038406610488892,0.8554061651229858,0.8455202579498291
2008,3040,Optometrists,35971.70855833333,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,3050,Pharmacists,262517.42480833334,1.0,19.0,16.0,0.8421052694320679,0.8270456790924072,0.8135977983474731,0.7896899580955505,0.7710638642311096,0.7548586130142212,0.7896898984909058
2008,3060,Physicians and surgeons,885664.312225,7.0,107.0,106.0,0.9864253401756287,0.9874342083930969,0.9897316694259644,0.9919789433479309,0.9964793920516968,0.9938496947288513,0.9919789433479309
2008,3110,Physician assistants,108135.81339166667,1.0,12.0,10.0,0.8333333134651184,0.8494091033935547,0.8542796969413757,0.8615515828132629,0.8567648530006409,0.8744632601737976,0.8615515828132629
2008,3120,Podiatrists,11165.118825,1.0,11.0,10.0,0.9090909361839294,0.9195593595504761,0.9142323732376099,0.9302049279212952,0.9624666571617126,0.935727596282959,0.9302049279212952
2008,3130,Registered nurses,2843556.5138416667,1.0,27.0,23.0,0.8518518805503845,0.8559902310371399,0.8575758934020996,0.8568202257156372,0.8728474974632263,0.853662371635437,0.8568202257156372
2008,3140,Audiologists,12236.136958333334,1.0,19.0,18.0,0.9473684430122375,0.9385625123977661,0.9325492978096008,0.9050941467285156,0.8315961360931396,0.8773703575134277,0.9050941467285156
2008,3150,Occupational therapists,87811.42441666668,1.0,17.0,15.0,0.8823529481887817,0.8881431818008423,0.8809814453125,0.862598717212677,0.8369594812393188,0.837381899356842,0.862598717212677
2008,3160,Physical therapists,203122.717775,1.0,24.0,22.0,0.9166666865348816,0.924321174621582,0.9254403710365295,0.9228020310401917,0.894070565700531,0.9268884658813477,0.9228020310401917
2008,3200,Radiation therapists,17760.207508333333,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,3210,Recreational therapists,19394.349383333334,1.0,10.0,9.0,0.8999999761581421,0.8990036249160767,0.8999999761581421,0.9067608714103699,0.9349623918533325,0.9032262563705444,0.9067608714103699
2008,3220,Respiratory therapists,108361.94848333334,1.0,19.0,13.0,0.6842105388641357,0.6799900531768799,0.6820330023765564,0.6734493374824524,0.6631342172622681,0.6663271188735962,0.6734493374824524
2008,3230,Speech-language pathologists,133389.942,1.0,19.0,18.0,0.9473684430122375,0.9394719004631042,0.9375385642051697,0.917823076248169,0.8712412714958191,0.8861464858055115,0.917823076248169
2008,3250,Veterinarians,53319.699,1.0,21.0,18.0,0.8571428656578064,0.854389488697052,0.8707596659660339,0.8573055267333984,0.8491949439048767,0.843024492263794,0.857305645942688
2008,3300,Clinical laboratory technologists and technicians,378533.782375,2.0,32.0,7.0,0.26892203092575073,0.2647330164909363,0.21650885045528412,0.18543586134910583,0.13192865252494812,0.15287832915782928,0.18543586134910583
2008,3310,Dental hygienists,152672.60783333334,1.0,15.0,2.0,0.13333334028720856,0.13984037935733795,0.10952254384756088,0.10421937704086304,0.09479787200689316,0.10585664957761765,0.10421937704086304
